1048576,0,126072,815104,0
383123456,370701951,380934712,2064384,0
565575680,562295108,562674296,2777088,0
678363136,643727406,674945656,3293184,0
678363136,558858841,674949752,3289088,0
678363136,565407904,674953848,3284992,0
678363136,627415521,674957944,3280896,0
697892864,592235555,694463096,3305472,0
697892864,643090562,694467192,3301376,0
697892864,605221030,694471288,3297280,0
697892864,617691341,694475384,3293184,0
697892864,566332425,694479480,3289088,0
697892864,635595748,694535288,3244032,0
712048640,671555238,708596856,3338240,0
717619200,609847303,714155128,3350528,0
735576064,599732168,732021880,3440640,0
752156672,721528580,748512376,3530752,0
771162112,654026510,748659800,22388736,0
795869184,740870170,787330136,8425472,0
795869184,612368942,787334232,8421376,0
795869184,675146125,787338328,8417280,0
795869184,679270769,787342424,8413184,0
795869184,673070089,787346520,8409088,0
795869184,657551452,787350616,8404992,0
795869184,634806960,787354712,8400896,0
795869184,619843491,787358808,8396800,0
795869184,620419096,787362904,8392704,0
795869184,600048828,787367000,8388608,0
795869184,589502262,787371096,8384512,0
795869184,605936263,787375192,8380416,0
795869184,606647868,787379288,8376320,0
795869184,616014780,787383384,8372224,0
795869184,668383861,787387480,8368128,0
795869184,646737939,787391576,8364032,0
808321024,649048314,799794264,8413184,0
808321024,552153373,799798360,8409088,0
808321024,591571702,799802456,8404992,0
808321024,669879835,799806552,8400896,0
831651840,612408188,823075928,8462336,0
831651840,606553272,823080024,8458240,0
831651840,677348217,823084120,8454144,0
831651840,643860510,823088216,8450048,0
831651840,620173232,823092312,8445952,0
831651840,674290559,823096408,8441856,0
858193920,694467242,849544280,8536064,0
890437632,709154392,881656920,8667136,0
895746048,693508223,886944856,8687616,0
895746048,659527045,886948952,8683520,0
895746048,732649450,886953048,8679424,0
895746048,599526441,886957144,8675328,0
895746048,696619008,886961240,8671232,0
895746048,622852633,886965336,8667136,0
895746048,606464746,886969432,8663040,0
895746048,665130975,886973528,8658944,0
895746048,572961011,886977624,8654848,0
895746048,605487821,886981720,8650752,0
895746048,588346107,886985816,8646656,0
895746048,603067606,886989912,8642560,0
895746048,542616438,886994008,8638464,0
895746048,558249236,886998104,8634368,0
895746048,548266077,887002200,8630272,0
926285824,692598235,917304408,8867840,0
954662912,693585055,945595480,8953856,0
954662912,655608062,945599576,8949760,0
954662912,597337785,945603672,8945664,0
954662912,571781826,945607768,8941568,0
954662912,641926315,945611864,8937472,0
954662912,537915264,945615960,8933376,0
954662912,557207407,945620056,8929280,0
954662912,658345451,945624152,8925184,0
1010368512,583328251,1001129048,9125888,0
1010368512,555757615,1001133144,9121792,0
1010368512,586476705,1001137240,9117696,0
1010368512,558650404,1001141336,9113600,0
1010368512,570406421,1001145432,9109504,0
1010368512,508256317,1001149528,9105408,0
1010368512,595291585,1001153624,9101312,0
1045430272,649172138,1036125272,9191424,0
1045430272,602376054,1036129368,9187328,0
1045430272,608872681,1036133464,9183232,0
1057554432,632979504,1048245336,9195520,0
1057554432,567446909,1048249432,9191424,0
1057554432,603189310,1048253528,9187328,0
1066926080,626273289,1057567832,9244672,0
1110376448,669679243,1100817496,9445376,0
1110376448,590104258,1100821592,9441280,0
1110376448,677901608,1100825688,9437184,0
1110376448,597205934,1100829784,9433088,0
1110376448,654809911,1100833880,9428992,0
1110376448,618738975,1100837976,9424896,0
1110376448,570566448,1100842072,9420800,0
1110376448,600316289,1100846168,9416704,0
1110376448,612875933,1100850264,9412608,0
1110376448,653372189,1100854360,9408512,0
1110376448,602348986,1100858456,9404416,0
1110376448,694785357,1100862552,9400320,0
